,0
1106,1519.845282520354
1107,1519.845282520354
1108,1519.845282520354
1109,1518.3836605116726
1110,1526.5497657373548
1111,1504.0230994209649
1112,1487.405180501938
1113,1482.7743913963438
1114,1482.7743913963438
1115,1482.7743913963438
1116,1470.8492684289813
1117,1490.1237738698721
1118,1514.8054446324707
1119,1496.7199274793268
1120,1498.8351465374233
1121,1498.8351465374233
1122,1498.8351465374233
1123,1503.469050014019
1124,1504.8795233890414
1125,1492.3390456035734
1126,1476.5846491739155
1127,1488.1100103572012
1128,1488.1100103572012
1129,1488.1100103572012
1130,1485.2910276249052
1131,1482.5731076344848
1132,1490.1740807816386
1133,1487.5059065550568
1134,1489.1672130540014
1135,1489.1672130540014
1136,1489.1672130540014
1137,1482.8247263655066
1138,1491.98664470464
1139,1494.1014148443937
1140,1511.126839388907
1141,1489.9223498210313
1142,1489.9223498210313
1143,1489.9223498210313
1144,1484.2340493872762
1145,1489.6202838912607
1146,1508.6075657650829
1147,1506.4411980733275
1148,1507.096113820374
1149,1507.096113820374
1150,1507.096113820374
1151,1486.4487599730492
1152,1483.529359818995
1153,1481.717497330904
1154,1461.494904407859
1155,1456.0149020850658
1156,1456.0149020850658
1157,1456.0149020850658
1158,1449.3302554473282
1159,1460.2378769338131
1160,1464.0091557577252
1161,1464.2605780869724
1162,1465.0149011895062
1163,1465.0149011895062
1164,1465.0149011895062
1165,1465.8195312038065
1166,1469.0887790337206
1167,1464.4114427074792
1168,1461.7965775340797
1169,1455.7133131310345
1170,1455.7133131310345
1171,1455.7133131310345
1172,1451.9435494065285
1173,1451.6419885098935
1174,1451.9435494065285
1175,1457.4727363452316
1176,1458.4782012030482
1177,1458.4782012030482
1178,1458.4782012030482
1179,1474.7230128645897
1180,1472.5093965172769
1181,1473.3646140173078
1182,1456.9700039163233
1183,1459.0312405437232
1184,1459.0312405437232
1185,1459.0312686011196
1186,1462.2994221925737
1187,1464.1599923208357
1188,1465.1657377526165
1189,1463.9588488459588
1190,1475.3267799779774
1191,1475.3267799779774
1192,1475.3267799779774
1193,1473.2136932820083
1194,1471.4529513701798
1195,1474.1192738085986
1196,1476.433672323823
1197,1479.5535145178437
1198,1479.5535145178437
1199,1479.5535145178437
1200,1479.5535145178437
1201,1509.1618115738036
1202,1509.1618115738036
1203,1509.1618115738036
1204,1512.4369514569642
1205,1512.4369514569642
1206,1512.4369514569642
1207,1512.4369514569642
1208,1524.8861304745078
1209,1524.8861304745078
1210,1546.7219675764443
1211,1571.2956454202533
1212,1571.2956454202533
1213,1571.2956454202533
1214,1565.9963607877494
1215,1570.1347987011077
1216,1548.7398555263878
1217,1551.6154861420393
1218,1547.882197032869
1219,1547.882197032869
1220,1547.882197032869
1221,1543.0396587565542
1222,1546.9742035701872
1223,1552.574010975659
1224,1555.6517390176655
1225,1558.2251073017717
1226,1558.2251073017717
1227,1558.2251073017717
1228,1549.2947747126223
1229,1554.9453660055997
1230,1561.000432725251
1231,1562.4133190363646
1232,1578.362012936175
1233,1578.362012936175
1234,1578.362012936175
1235,1572.2041158586742
1236,1571.6490002706648
1237,1576.4944565162064
1238,1582.5012645140291
1239,1572.9612447008492
1240,1572.9612447008492
1241,1572.9612447008492
1242,1556.4085872858764
1243,1551.3127187773587
1244,1561.4040944874287
1245,1570.8413961723447
1246,1571.3965398177506
1247,1571.3965959325433
1248,1571.3965959325433
1249,1568.6711004450917
1250,1561.8077562496067
1251,1573.2640401229264
1252,1579.6744257107378
1253,1579.0687226369978
1254,1579.0687226369978
1255,1579.0687226369978
1256,1588.2055576637388
1257,1602.6945374578238
1258,1617.6380190163852
1259,1642.1690496176482
1260,1670.770366716385
1261,1670.770366716385
1262,1670.770366716385
1263,1649.233453115821
1264,1633.6903288811445
1265,1650.9489384472372
1266,1608.3994478702546
1267,1598.1003071397545
1268,1598.1003071397545
1269,1598.1003071397545
1270,1614.104189938307
1271,1640.7055197060108
1272,1658.6168565422297
1273,1682.8670326054098
